owner_x,name_x,title,url_x,fixUrl,stars,tf_idf,size,grep_results0,grep_results1,grep_results2
stringertheory,traces,[WIP] set_interval problems when dealing with hours,https://github.com/stringertheory/traces/issues/217,https://github.com/xeor/traces/commit/855af12f53c892131a1adb9ce6429a24dfd32d1a,525,0.8283535220913725,1530.0,1,0,0
cockroachdb,django-cockroachdb,DATE_TRUNC result is incorrectly localized when a timezone is set,https://github.com/cockroachdb/django-cockroachdb/issues/32,https://github.com/timgraham/django-cockroachdb/commit/07b558032be49d9f8da18bffa36d954d8cacd0cc,158,0.8232052220336683,2679.0,1,0,0
pallets,quart,DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).,https://github.com/pallets/quart/issues/305,https://github.com/pallets/quart/pull/306,2715,0.8177812689111694,3499.0,1,0,0
vacanza,python-holidays,US Holidays Error: dictionary changed during iteration when passing years to holidays.US constructor,https://github.com/vacanza/python-holidays/issues/569,https://github.com/vacanza/python-holidays/pull/586,1375,0.7988695387609098,18315.0,1,0,0
BeanieODM,beanie,Custom encoders encode `datetime.datetime` as `datetime.date` encoder.,https://github.com/BeanieODM/beanie/issues/271,https://github.com/BeanieODM/beanie/pull/164,1857,0.789463165397943,2002.0,1,0,0
snowflakedb,snowflake-connector-python,SNOW-582728: Invalid Pyarrow Timestamps Returned,https://github.com/snowflakedb/snowflake-connector-python/issues/1108,https://github.com/snowflakedb/snowflake-connector-python/pull/1104,565,0.779741647036382,2651.0,1,0,1
dsmrreader,dsmr-reader,Explore timezone.localtime() as replacement for datetime.astimezone(),https://github.com/dsmrreader/dsmr-reader/issues/50,https://github.com/dsmrreader/dsmr-reader/commit/efcbb7f49d9ba22183aa04f6844c4261c6e2ff89,458,0.7791396651357603,1415.0,1,0,0
edgedb,edgedb,Fix std::duration and add cal::relativedelta,https://github.com/edgedb/edgedb/issues/903,https://github.com/edgedb/edgedb-js/pull/87,12712,0.7769843539437867,1905.0,1,0,0
googleapis,python-storage,generate_signed_post_policy_v4() improperly handles expiration timestamps with tzinfo=None,https://github.com/googleapis/python-storage/issues/244,https://github.com/googleapis/python-storage/pull/250,420,0.7762413995502708,1158.0,1,0,0
apache,airflow,DateTimeSensorAsync breaks if target_time is timezone-aware,https://github.com/apache/airflow/issues/29576,https://github.com/apache/airflow/pull/29606,35031,0.7755959492959238,2962.0,1,0,1
thombashi,DateTimeRange,"Substraction from `end_datetime` with negative `relativedelta(days=-3, weeks=-2, ... )` ?",https://github.com/thombashi/DateTimeRange/issues/44,https://github.com/thombashi/DateTimeRange/commit/f474ba53721b7f3b61b4ebf6091861b1ad95c8af,101,0.7752957547098153,1001.0,1,0,0
danielgtaylor,python-betterproto,Inconsistancy between Timestamp field serailized via protobuf and json,https://github.com/danielgtaylor/python-betterproto/issues/467,https://github.com/danielgtaylor/python-betterproto/pull/468,1423,0.7374314984230368,3226.0,1,0,0
census-instrumentation,opencensus-python,Standardize timestamps,https://github.com/census-instrumentation/opencensus-python/issues/502,https://github.com/census-instrumentation/opencensus-python/pull/552,663,0.7367843687066848,1389.0,1,0,0
grafana,oncall,Timezone issues on Schedules page,https://github.com/grafana/oncall/issues/3576,https://github.com/grafana/oncall/pull/3618,3288,0.7365572685565158,1967.0,1,0,0
richardpenman,whois,Expiration date for .com.ua zone is a string instead of datetime,https://github.com/richardpenman/whois/issues/221,https://github.com/richardpenman/whois/pull/226,340,0.7309318669454932,1091.0,1,0,0
sdispater,pendulum,Increase DateTime by 1 day across daylight saving change point fails,https://github.com/sdispater/pendulum/issues/768,https://github.com/sdispater/pendulum/commit/47c92b7cea3139ed631a573425f39c1c8b54ea6a,6109,0.725725547084704,1714.0,1,0,1
frictionlessdata,frictionless-py,Exception on pandas parser when using a datetime column containing timezone information as index ,https://github.com/frictionlessdata/frictionless-py/issues/1105,https://github.com/frictionlessdata/frictionless-py/pull/1101,683,0.7248597493683522,1607.0,1,0,0
Election-Tech-Initiative,electionguard-python,🐛 Datetime tick generation is inconsistent,https://github.com/Election-Tech-Initiative/electionguard-python/issues/190,https://github.com/Election-Tech-Initiative/electionguard-python/pull/189,157,0.7242460703814038,1334.0,1,0,0
fsspec,filesystem_spec,datetime.utcnow() is deprecated,https://github.com/fsspec/filesystem_spec/issues/1312,https://github.com/fsspec/filesystem_spec/pull/1314,934,0.7227329485060823,1304.0,1,0,0
scrapinghub,dateparser,Pickling DateTime Objects with Timezones,https://github.com/scrapinghub/dateparser/issues/365,https://github.com/scrapinghub/dateparser/pull/366,2480,0.7204216867812486,1648.0,1,0,0
robotframework,robotframework,DateTime: `Get Current Date` with epoch format and timezone UTC return wrong value,https://github.com/robotframework/robotframework/issues/3306,https://github.com/robotframework/robotframework/commit/73d9a6cdead85001fae46d54705f3baf5887ffbd,9279,0.7174705468144205,1508.0,1,0,0
requests-cache,aiohttp-client-cache,`datetime.utcnow` is deprecated,https://github.com/requests-cache/aiohttp-client-cache/issues/237,https://github.com/requests-cache/aiohttp-client-cache/pull/243,112,0.7145898301592618,1218.0,1,0,0
kayak,pypika,Interval query trims right zeros for integer values,https://github.com/kayak/pypika/issues/152,https://github.com/kayak/pypika/commit/40709f4088f596152f2fe395a403baef90d8d2a2,2407,0.7137196980050076,1022.0,1,0,0
stringertheory,traces,wrong value when assigning twice the same interval,https://github.com/stringertheory/traces/issues/222,https://github.com/sdementen/traces/commit/b00c82b5f2e927ad1158d8ffc6344596f2531656,525,0.7088542909584787,1158.0,1,0,0
dateutil,dateutil,Error when creating datetime.time with dateutil.tz.tzwinlocal,https://github.com/dateutil/dateutil/issues/216,https://github.com/dateutil/dateutil/pull/219,2266,0.708310648100297,1795.0,1,0,0
forseti-security,forseti-security,Standardize on a datetime format and use throughout.,https://github.com/forseti-security/forseti-security/issues/1163,https://github.com/forseti-security/forseti-security/pull/1196,1275,0.7047040872385566,1832.0,1,0,0
facetoe,zenpy,IncrementalEndpoint start_time arg for timezone aware datetime,https://github.com/facetoe/zenpy/issues/86,https://github.com/facetoe/zenpy/commit/8a135b0d56f7add8c33dbf91f55d9c5ce9868619,333,0.7040864024431818,5715.0,1,0,0
pydantic,pydantic-extra-types,pendulum DateTime type doesn't accept python standard datetime,https://github.com/pydantic/pydantic-extra-types/issues/139,https://github.com/pydantic/pydantic-extra-types/pull/158,153,0.7030454918971865,1001.0,1,0,1
PrefectHQ,prefect,Prefect datetimes need to be timezone-aware (especially schedules),https://github.com/PrefectHQ/prefect/issues/308,https://github.com/PrefectHQ/prefect/pull/325,15193,0.6930265640687767,1415.0,1,0,1
milvus-io,pymilvus,[FEATURE]: Add util functions to manipulate hybrid timestamp,https://github.com/milvus-io/pymilvus/issues/830,https://github.com/milvus-io/pymilvus/pull/831,924,0.6908668324760894,3442.0,1,0,0
python-telegram-bot,python-telegram-bot,job_queue.run_daily fails for timezone aware datetime.datetime objects,https://github.com/python-telegram-bot/python-telegram-bot/issues/1409,https://github.com/torresjrjr/python-telegram-bot/commit/41c5469073b0c3303f4c377847317e7cfe6b3c90,25168,0.6903573489220896,1618.0,1,0,0
sdispater,pendulum,"Extra second prior to Dec 13, 1901",https://github.com/sdispater/pendulum/issues/152,https://github.com/sdispater/pendulum/commit/c0d37bd7823ae67367a5662e1da29585a2b7ef96,6109,0.6896613204490243,1045.0,1,0,1
sdispater,pendulum,"parse 'Z' timezone designator in iso8601 strings as Timezone('UTC'), not Timezone('+00:00')",https://github.com/sdispater/pendulum/issues/441,https://github.com/sdispater/pendulum/pull/448,6109,0.6874170625363663,1438.0,1,0,1
dateutil,dateutil,python-dateutil 2.7.0: TypeError in `parser.parse()`,https://github.com/dateutil/dateutil/issues/639,https://github.com/privacyidea/privacyidea/pull/1084,2266,0.6865669056693329,2716.0,1,0,0
google,timesketch,Timestamp is not added if missing despite datetime being present,https://github.com/google/timesketch/issues/2667,https://github.com/google/timesketch/pull/2668,2518,0.6855401738758546,1043.0,1,0,0
scrapinghub,dateparser,Unable to parse UTC / GMT >= 10,https://github.com/scrapinghub/dateparser/issues/615,https://github.com/scrapinghub/dateparser/pull/632,2480,0.6843178724844745,1375.0,1,0,0
Altinity,clickhouse-sink-connector,DateTime with scale mapping to CH,https://github.com/Altinity/clickhouse-sink-connector/issues/118,https://github.com/Altinity/clickhouse-sink-connector/pull/126,188,0.6837446967575563,1953.0,1,0,0
aimhubio,aim,Store and retrieve all datetime objects and timestamps as UTC tz-aware times,https://github.com/aimhubio/aim/issues/1084,https://github.com/aimhubio/aim/pull/1216,4892,0.683529455208362,1745.0,1,0,0
ecederstrand,exchangelib,EWSTimeZone disguises pytz.AmbiguousTimeError and pytz.NonExistentTimeError exceptions,https://github.com/ecederstrand/exchangelib/issues/612,https://github.com/ecederstrand/exchangelib/pull/613,1140,0.6741365693587982,1455.0,1,0,0
dateutil,dateutil,Going from winter- to summertime by adding a timedelta,https://github.com/dateutil/dateutil/issues/1204,https://github.com/CodingPirates/forenings_medlemmer/pull/782,2266,0.6630704795859075,1711.0,1,0,0
RhetTbull,osxmetadata,bug: timezone not handled properly,https://github.com/RhetTbull/osxmetadata/issues/17,https://github.com/RhetTbull/osxmetadata/commit/10e17d562be6b43d9ab348c464cda9a9bdaaac82,110,0.6601730812680364,7645.0,1,0,0
skarim,vobject,Serializing iCalendar throws NonExistentTimeError when using pytz timezones,https://github.com/skarim/vobject/issues/32,https://github.com/medmunds/vobject/commit/c7efe6ad5b01fc88ccc3a4ade88f47f66418c40c,249,0.6583571372727488,3084.0,1,0,0
cubewise-code,tm1py,MessageLogService missing utc_localize_time static method,https://github.com/cubewise-code/tm1py/issues/1051,https://github.com/cubewise-code/tm1py/pull/1052,180,0.6543680811457542,1587.0,1,0,0
python,cpython,Possible bug in datetime utc,https://github.com/python/cpython/issues/88829,https://github.com/SmartManoj/cpython/commit/dc3cdc1a80aa193fc0c08677882c3ede4b9aaf03,60455,0.6538513498544066,5597.0,1,0,0
googlemaps,google-maps-services-python,Timezones are ignored when converting datetimes,https://github.com/googlemaps/google-maps-services-python/issues/185,https://github.com/googlemaps/google-maps-services-python/pull/350,4396,0.6535934087991346,1987.0,1,0,0
holoviz,holoviews,Local timezone can break regrid operation,https://github.com/holoviz/holoviews/issues/2459,https://github.com/holoviz/holoviews/pull/2463,2650,0.6513918463643831,2342.0,1,0,0
unionai-oss,pandera,Pandas deprecated `(timezone naive timestamp).astype(timezone aware dtype)`,https://github.com/unionai-oss/pandera/issues/971,https://github.com/unionai-oss/pandera/pull/972,3095,0.6501153864909379,1304.0,1,0,0
pydantic,pydantic,TzInfo type doesn't provide proper dst,https://github.com/pydantic/pydantic/issues/6735,https://github.com/pydantic/pydantic-core/pull/864,19350,0.6475118972724062,3433.0,1,0,0
dateutil,dateutil,Exercise: Martin Luther King day,https://github.com/dateutil/dateutil/issues/664,https://github.com/dateutil/dateutil/pull/739,2266,0.6422649253845961,2070.0,1,0,0
ibis-project,ibis,FEAT: Need to add Ibis support for various timestamp component operations in OmniSci,https://github.com/ibis-project/ibis/issues/1916,https://github.com/ibis-project/ibis/pull/2149,4407,0.6412891954668268,1650.0,1,0,0
dusktreader,flask-praetorian,Dependency issues with pendulum and python 3.12,https://github.com/dusktreader/flask-praetorian/issues/292,https://github.com/dusktreader/flask-praetorian/pull/293,340,0.6362162922568311,1205.0,1,0,1
huggingface,huggingface_hub,`test_from_raw_initialization` seems to be missing daylight savings?,https://github.com/huggingface/huggingface_hub/issues/1976,https://github.com/huggingface/huggingface_hub/pull/1982,1790,0.635465767377572,4311.0,1,0,0
googleapis,python-ndb,Auto-add and naive datetimes not offsetting timezone correctly,https://github.com/googleapis/python-ndb/issues/517,https://github.com/chrisrossi/python-ndb/commit/bbda21f1ecf8d83ae41623b5f1347784817c00f9,147,0.6344238618444352,6016.0,1,0,0
influxdata,influxdb-client-python,Nanosecond Precision,https://github.com/influxdata/influxdb-client-python/issues/314,https://github.com/influxdata/influxdb-client-python/pull/315,677,0.6334660476415075,1163.0,1,0,0
PrefectHQ,prefect,Timezone Union Schedule Test Fails,https://github.com/PrefectHQ/prefect/issues/1053,https://github.com/PrefectHQ/prefect/pull/1062,15193,0.6277091604333744,3157.0,1,0,1
ApeWorX,ape,General: add functionality to convert datetime object to timestamp,https://github.com/ApeWorX/ape/issues/436,https://github.com/ApeWorX/ape/pull/441,838,0.624510360335306,1016.0,1,0,0
chimpler,pyhocon,parsing of list of durations doesn't work,https://github.com/chimpler/pyhocon/issues/252,https://github.com/chimpler/pyhocon/pull/255,492,0.621648579968793,1250.0,1,0,0
dateutil,dateutil,rrule does not play well with pytz tzinfo at daylight savings?,https://github.com/dateutil/dateutil/issues/641,https://github.com/pimutils/khal/pull/798,2266,0.6214340827581335,3881.0,1,0,0
pydantic,pydantic,v2 TZInfo is not understood by pandas,https://github.com/pydantic/pydantic/issues/8195,https://github.com/pydantic/pydantic-core/pull/1197,19350,0.6182634619192087,3823.0,1,0,0
agronholm,apscheduler,"IntervalTrigger unnecessarily expects integers, when datetime.timedelta accepts floats",https://github.com/agronholm/apscheduler/issues/444,https://github.com/agronholm/apscheduler/commit/f37a9e7066be0e2118625bf4ca2bcbe5c8db3ce9,5869,0.6164578013072693,1584.0,1,0,0
tobymao,sqlglot,Regression in interval parsing case after #1413,https://github.com/tobymao/sqlglot/issues/1441,https://github.com/tobymao/sqlglot/pull/1444,5871,0.615082435271016,2116.0,1,0,0
scrapinghub,dateparser,Tests fail on 31st of a month,https://github.com/scrapinghub/dateparser/issues/1053,https://github.com/mweinelt/nixpkgs/commit/0cece84ef3b7ae1a2cd00b3f9893673e1b7e45e2,2480,0.6148361493522428,1213.0,1,0,0
agronholm,apscheduler,[v4.0.0a4] Combining daily and weekly triggers increments by 14 days,https://github.com/agronholm/apscheduler/issues/911,https://github.com/agronholm/apscheduler/pull/914,5869,0.6143886301077175,7263.0,1,0,0
ariebovenberg,whenever,Add a better `timedelta`?,https://github.com/ariebovenberg/whenever/issues/27,https://github.com/ariebovenberg/whenever/pull/48,361,0.6135368027787178,6437.0,1,0,0
sqlalchemy,sqlalchemy,postgresql range tests might have a time-oriented race condition... seems like a transient DST issue,https://github.com/sqlalchemy/sqlalchemy/issues/9471,https://github.com/sqlalchemy/sqlalchemy/commit/e8420e993764b5dcd4ce5879412d556d2a7d2870,9045,0.6120064633972442,4295.0,1,0,0
ranaroussi,yfinance,KeyError Timestamps,https://github.com/ranaroussi/yfinance/issues/71,https://github.com/ranaroussi/yfinance/commit/34ef7668b865e5eef9ff7187ef60cb7fe0fea5c7,12242,0.6114225964422275,12366.0,1,0,0
qutebrowser,qutebrowser,New completion and timezone issues,https://github.com/qutebrowser/qutebrowser/issues/2830,https://github.com/qutebrowser/qutebrowser/pull/2295,9434,0.6101371887999472,3965.0,1,0,0
pydantic,pydantic-core,Improve error message of timedelta validation,https://github.com/pydantic/pydantic-core/issues/882,https://github.com/pydantic/pydantic-core/pull/915,1309,0.6096613144248122,1499.0,1,0,0
sdispater,pendulum,duration months cannot be added to other durations,https://github.com/sdispater/pendulum/issues/479,https://github.com/sdispater/pendulum/pull/482,6109,0.6080746728963629,1357.0,1,0,1
scrapinghub,dateparser,test_timezone_offset_calculation_1 fails on 32bit platforms,https://github.com/scrapinghub/dateparser/issues/1204,https://github.com/scrapinghub/dateparser/pull/1205,2480,0.6077727615481568,1477.0,1,0,0
python,cpython,timedelta fails to consider fold,https://github.com/python/cpython/issues/112638,https://github.com/apache/airflow/pull/35887,60455,0.6060742008591635,3703.0,1,0,0
hyperledger,aries-cloudagent-python,[BUG] Improper Use of TimeZone-Naive datetime.utcnow(),https://github.com/hyperledger/aries-cloudagent-python/issues/2678,https://github.com/hyperledger/aries-cloudagent-python/pull/2679,399,0.5979026499241759,6961.0,1,0,0
GadgetReactor,pyHS100,Set timezone functionality,https://github.com/GadgetReactor/pyHS100/issues/53,https://github.com/jeffsf/pyHS100/commit/fba7637ee75390b1baab5ebbf2b6d08363e6e5a5,406,0.5967350098992911,13142.0,1,0,0
dateutil,dateutil,parser.parse does not apply time zone to date if ignoretz is True and tzinfos is given,https://github.com/dateutil/dateutil/issues/80,https://github.com/dateutil/dateutil/pull/103,2266,0.5958438073434861,2548.0,1,0,0
raiden-network,raiden,Remove naive datetime usage,https://github.com/raiden-network/raiden/issues/7043,https://github.com/raiden-network/raiden-services/pull/1012,1841,0.5954214629203256,2249.0,1,0,0
Opentrons,opentrons,bug: HTTP API returns datetime strings without timezone info,https://github.com/Opentrons/opentrons/issues/6374,https://github.com/Opentrons/opentrons/pull/6375,391,0.5926222358443701,2711.0,1,0,0
edgedb,edgedb,Validate names of datetime units to only support plurals,https://github.com/edgedb/edgedb/issues/958,https://github.com/edgedb/edgedb/commit/9e8cd5f63d226c55e4c147bf4333f0a35b3a073c,12712,0.5914757400252719,1945.0,1,0,0
jdemaeyer,brightsky,Enforce ISO 8601 compliant timestamps,https://github.com/jdemaeyer/brightsky/issues/101,https://github.com/jdemaeyer/brightsky/commit/e0699fa0b16d0507f0f25d262d99ac95ee4eec2c,277,0.5899447713721608,3748.0,1,0,0
neo4j,neo4j-python-driver,[Feature Request] Deprecate pytz,https://github.com/neo4j/neo4j-python-driver/issues/610,https://github.com/robsdedude/neo4j-python-driver/commit/b3c8a4f6abaf9fa77ace3a4725a84b9de4e6e60c,877,0.5890749885690458,4567.0,1,0,0
adamchainz,time-machine,datetime.datetime.utcnow() should not have tzinfo,https://github.com/adamchainz/time-machine/issues/52,https://github.com/adamchainz/time-machine/commit/949f72a652cac28101350fcbee20afbe72880e8b,618,0.5885657280929809,1281.0,1,0,0
sdispater,pendulum,Off-by-one microsecond when parsing with certain timezones,https://github.com/sdispater/pendulum/issues/74,https://github.com/dokai/pendulum/commit/7d69bbe118ffee335def1c19e1abb06fa9f88359,6109,0.5856069093510501,4890.0,1,0,1
dateutil,dateutil,tzname() inconsistent between tzwin() and tzwinlocal() and neither reflect actual DST.,https://github.com/dateutil/dateutil/issues/143,https://github.com/dateutil/dateutil/pull/141,2266,0.5833259672947448,4932.0,1,0,0
jazzband,djangorestframework-simplejwt, DeprecationWarning: datetime.datetime.utcnow() is deprecated,https://github.com/jazzband/djangorestframework-simplejwt/issues/756,https://github.com/iMerica/dj-rest-auth/pull/610,3867,0.5816509928479185,1253.0,1,0,0
sdispater,pendulum,"Timezone is empty on Windows 10 bash shell, causing error while unpickling Pendulum objects",https://github.com/sdispater/pendulum/issues/167,https://github.com/sdispater/pendulum/pull/174,6109,0.5815114873855605,2158.0,1,0,1
microsoft,ptvsd,Debugger exiting after after 30 seconds,https://github.com/microsoft/ptvsd/issues/1890,https://github.com/tl-its-umich-edu/my-learning-analytics/pull/1127,544,0.5806705056479256,1724.0,1,0,0
sdispater,pendulum,str(pendulum.DateTime) != str(datetime.datetime),https://github.com/sdispater/pendulum/issues/662,https://github.com/sdispater/pendulum/commit/74bb3216bc5fd2706de8bbbd2c91207e2a9a3f62,6109,0.5800176605304911,1822.0,1,0,1
mage-ai,mage-ai,[BUG] Snowflake destination incorrect timezone information on UTC dates,https://github.com/mage-ai/mage-ai/issues/4821,https://github.com/mage-ai/mage-ai/pull/4875,7298,0.5778807900486844,1832.0,1,0,1
python-humanize,humanize,naturaltime should support timezone-aware datetimes,https://github.com/python-humanize/humanize/issues/17,https://github.com/snarfed/webutil/commit/38e9086b239c3ab6d39a88ae9fdc09e7fccf4857,395,0.5773365263132546,1069.0,1,0,0
pydantic,pydantic,timedelta ValidationError with input_value like '1 00:00:11',https://github.com/pydantic/pydantic/issues/7650,https://github.com/pydantic/pydantic/pull/7652,19350,0.5763396219217746,2182.0,1,0,0
rpy2,rpy2,Time shift with converting to pandas time series when time zone other than GMT,https://github.com/rpy2/rpy2/issues/634,https://github.com/rpy2/rpy2/commit/1eeabb3d986571065dbc6bb15a9ce98eb164cbda,517,0.5713758527206785,1736.0,1,0,0
twintproject,twint,Elasticsearch calculation for HOUR and Day,https://github.com/twintproject/twint/issues/401,https://github.com/twintproject/twint/commit/3b07559381e701bdb0808bd8c37fd2fb6afd8583,15621,0.5692844519117833,2132.0,1,0,0
ibis-project,ibis,Timedelta API first draft,https://github.com/ibis-project/ibis/issues/143,https://github.com/ibis-project/ibis/pull/225,4407,0.5658543634163224,1519.0,1,0,0
kiorky,croniter,Folding time when transitioning out of DST is not considered,https://github.com/kiorky/croniter/issues/56,https://github.com/apache/airflow/pull/35887,355,0.5644262298489234,1563.0,1,0,0
browser-history,browser-history,[TESTS] test_browsers_* outcome is timezone-dependent,https://github.com/browser-history/browser-history/issues/90,https://github.com/browser-history/browser-history/pull/93,153,0.5624305489608479,15600.0,1,0,0
ManimCommunity,manim,Not all arrow tips are accessible,https://github.com/ManimCommunity/manim/issues/3129,https://github.com/ManimCommunity/manim/pull/3166,19686,0.5608485557773106,1586.0,1,0,0
snowflakedb,snowflake-connector-python,SNOW-499493: Some interval math off by one microsecond for years beyond ~2250,https://github.com/snowflakedb/snowflake-connector-python/issues/926,https://github.com/snowflakedb/snowflake-connector-python/pull/1030,565,0.5583135765391439,3419.0,1,0,1
python,cpython,"datetime UTC deprecation warnings use the name ""datetime"" inconsistently",https://github.com/python/cpython/issues/106392,https://github.com/yctomwang/cpython/commit/e24344d3295a30f32e0ba33602c968e5a447b238,60455,0.5547182763449382,4047.0,1,0,0
